Estado,Nombre de Estado,Numero de Caso,Peatones,Personas _no_vehiculos,Vehiculos automotores,Vehiculos estacionados,Condado,Nombre Condado,Ciudad,Nombre Ciudad,Mes,Nombre Mes,Dia,Año,Hora,Minuto,Calle,Ruta,Nombre Ruta,Rural o Urbanoo,Sistema Funcional,Dueño Calle,Sistema Nacional Carreteras,Jurisdiccion Especial,Milla,Latitud,Longitud,Causa del Accidente,Tipo de Accidente,Tipo Interseccion,Columna1,Lugar en la calle,Zona de Trabajo,Luz,Clima,Autobus Escolar,Cruce de Trenes,Hora Notificacion,Minuto Notificacion,Hora Llegada,Minuto Llegada,Decesos,Fecha,PersonaVehiculo
1,Alabama,10870,0,0,1,0,17,CHAMBERS (17),0,NO APLICA,12,Diciembre,25,2022,21,41,CR-100,4,Calle del Condado,Rural,Colector Menor,County Highway Agency,0,Sin jurisdiccion especial,0,33.10201111,-85.45563889,Arbol,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre el lado de la calle,Ninguna,Oscuro sin iluminacion,Despejado,No,NO APLICA,21,41,21,53,1,25/12/2022,1
1,Alabama,10871,0,0,2,0,89,MADISON (89),0,NO APLICA,12,Diciembre,16,2022,13,50,US-72 SR-2,2,US Highway,Rural,Arteria Principal,State Highway Agency,1,Sin jurisdiccion especial,1052,34.76448889,-86.48520556,Vehiculo en movimiento,Frente a Detrás,T-Intersection,Interseccion de T,Sobre calle,Ninguna,Dia total,Despejado,No,NO APLICA,13,52,14,0,1,16/12/2022,2
1,Alabama,10872,0,0,2,0,117,SHELBY (117),2405,PELHAM,12,Diciembre,19,2022,20,18,I-65,1,Interestatal,Urbano,Interestatal,State Highway Agency,1,Sin jurisdiccion especial,2465,33.34886944,-86.78044167,Vehiculo en movimiento,Frente a Detrás,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Oscuro con iluminacion,Nublado,No,NO APLICA,20,24,20,27,1,19/12/2022,2
1,Alabama,10873,0,0,2,0,129,WASHINGTON (129),0,NO APLICA,12,Diciembre,21,2022,12,8,CR-NATHAN JORDAN RD,4,Calle del Condado,Rural,Colector Mayor,County Highway Agency,0,Sin jurisdiccion especial,0,31.57362778,-88.40556944,Vehiculo en movimiento,Golpe Lateral - misma direccion,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Dia total,Despejado,No,NO APLICA,12,15,12,29,1,21/12/2022,2
1,Alabama,10874,0,0,2,0,27,CLAY (27),0,NO APLICA,12,Diciembre,17,2022,11,35,SR-9,3,Highway estatal,Rural,Arteria Menor,State Highway Agency,0,Sin jurisdiccion especial,1993,33.45251111,-85.69654722,Vehiculo en movimiento,Frente a frente,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Dia total,Despejado,No,NO APLICA,11,29,11,51,1,17/12/2022,2
1,Alabama,10875,0,0,2,0,93,MARION (93),1540,HAMILTON,12,Diciembre,17,2022,13,17,US-278 SR-74,2,US Highway,Urbano,Arteria Principal,State Highway Agency,1,Sin jurisdiccion especial,105,34.13550833,-87.89088056,Vehiculo en movimiento,Angulo,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Dia total,Despejado,No,NO APLICA,13,17,13,22,1,17/12/2022,2
1,Alabama,10876,0,0,2,0,49,DEKALB (49),0,NO APLICA,12,Diciembre,28,2022,14,25,SR-176,3,Highway estatal,Rural,Colector Mayor,State Highway Agency,0,Sin jurisdiccion especial,4,34.24550278,-85.81003056,Vehiculo en movimiento,Frente a frente,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Dia total,Despejado,No,NO APLICA,14,30,14,53,1,28/12/2022,3
1,Alabama,10877,0,0,2,0,101,MONTGOMERY (101),2130,MONTGOMERY,12,Diciembre,26,2022,17,54,I-85,1,Interestatal,Urbano,Interestatal,State Highway Agency,1,Sin jurisdiccion especial,50,32.36174167,-86.22717222,Vehiculo en movimiento,Frente a Detrás,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Oscuro con iluminacion,Despejado,No,NO APLICA,17,54,18,6,1,26/12/2022,3
1,Alabama,10878,0,0,1,0,95,MARSHALL (95),1500,GUNTERSVILLE,12,Diciembre,27,2022,16,35,OBRIG AVE,6,Calle Local Municipalidad,Urbano,Local,City or Municipal Highway Agency,0,Sin jurisdiccion especial,0,34.35157778,-86.30024722,Poste de Señal de trafico,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre el lado de la calle,Ninguna,Atardecer,Nublado,No,NO APLICA,16,35,16,38,1,27/12/2022,1
1,Alabama,10879,0,0,2,0,73,JEFFERSON (73),0,NO APLICA,12,Diciembre,25,2022,22,28,I-59,1,Interestatal,Rural,Interestatal,State Highway Agency,1,Sin jurisdiccion especial,1150,33.45060833,-86.95456111,Vehiculo en movimiento,Frente a frente,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Oscuro sin iluminacion,Despejado,No,NO APLICA,99,99,0,9,1,25/12/2022,3
1,Alabama,10880,0,0,2,0,83,LIMESTONE (83),0,NO APLICA,12,Diciembre,28,2022,4,32,CR-MOORESVILLE RD,4,Calle del Condado,Rural,Colector Mayor,County Highway Agency,0,Sin jurisdiccion especial,0,34.69487778,-86.87823056,Vehiculo en movimiento,Frente a frente,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Oscuro sin iluminacion,Despejado,No,NO APLICA,4,32,4,43,1,28/12/2022,4
1,Alabama,10881,1,1,1,0,31,COFFEE (31),1030,ENTERPRISE,12,Diciembre,29,2022,13,51,SR-12,3,Highway estatal,Urbano,Arteria Principal,State Highway Agency,1,Sin jurisdiccion especial,1831,31.31473333,-85.82993333,Peaton,El primer evento no fue una colision con un vehiculo automotor en transporte,T-Intersection,Interseccion de T,Sobre calle,Ninguna,Dia total,Despejado,No,NO APLICA,13,52,13,58,1,29/12/2022,1
1,Alabama,10882,0,0,1,0,47,DALLAS (47),0,NO APLICA,12,Diciembre,29,2022,1,15,US-80 SR-8,2,US Highway,Rural,Arteria Principal,State Highway Agency,1,Sin jurisdiccion especial,858,32.40242778,-87.01672222,Poste,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre el lado de la calle,Ninguna,Oscuro con iluminacion,Despejado,No,NO APLICA,1,19,1,35,1,29/12/2022,1
1,Alabama,10883,0,0,2,0,47,DALLAS (47),0,NO APLICA,12,Diciembre,30,2022,7,50,US-80 SR-8,2,US Highway,Rural,Arteria Principal,State Highway Agency,1,Sin jurisdiccion especial,783,32.43846389,-87.11773056,Vehiculo en movimiento,Frente a Detrás,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Dia total,Nublado,No,NO APLICA,8,6,8,15,1,30/12/2022,3
1,Alabama,10884,0,0,1,0,7,BIBB (7),9997,Other,12,Diciembre,31,2022,18,20,CR-NORTHSCOTTSVILLE RD,4,Calle del Condado,Rural,Colector Mayor,County Highway Agency,0,Sin jurisdiccion especial,0,33.09703611,-87.21916111,Arbol,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre el lado de la calle,Ninguna,Oscuro sin iluminacion,Nublado,No,NO APLICA,18,22,18,34,1,31/12/2022,1
1,Alabama,10885,0,0,1,0,101,MONTGOMERY (101),2130,MONTGOMERY,12,Diciembre,31,2022,8,7,EAST SOUTH BLVD,6,Calle Local Municipalidad,Urbano,Arteria Principal,State Highway Agency,1,Sin jurisdiccion especial,0,32.32658056,-86.29673333,Arbol,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,En el medio,Ninguna,Dia total,lluvia,No,NO APLICA,8,7,8,11,1,31/12/2022,1
1,Alabama,10886,0,0,1,0,21,CHILTON (21),0,NO APLICA,12,Diciembre,31,2022,17,25,CR-76,4,Calle del Condado,Rural,Local,County Highway Agency,0,Sin jurisdiccion especial,0,32.79195833,-86.757675,Arbol,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre el lado de la calle,Ninguna,Oscuro sin iluminacion,Despejado,No,NO APLICA,17,31,17,47,1,31/12/2022,1
1,Alabama,10887,0,0,2,0,117,SHELBY (117),2405,PELHAM,6,Junio,25,2022,9,32,SR-261,3,Highway estatal,Urbano,Arteria Menor,State Highway Agency,0,Sin jurisdiccion especial,0,33.34471667,-86.79916944,Vehiculo en movimiento,Frente a frente,Four-Way Intersection,Interseccion de 4 direcciones,Sobre calle,Ninguna,Dia total,Despejado,No,NO APLICA,9,38,9,51,1,25/06/2022,3
1,Alabama,10888,0,0,2,0,125,TUSCALOOSA (125),0,NO APLICA,8,Agosto,4,2022,13,8,US-43 SR-13,2,US Highway,Rural,Arteria Principal,State Highway Agency,1,Sin jurisdiccion especial,2121,33.43258889,-87.60588333,Vehiculo en movimiento,Frente a frente,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Dia total,Despejado,No,NO APLICA,13,25,13,40,1,04/08/2022,4
1,Alabama,10889,0,0,2,0,1,AUTAUGA (1),0,NO APLICA,9,Septiembre,17,2022,17,10,CR-33,4,Calle del Condado,Rural,Colector Menor,County Highway Agency,0,Sin jurisdiccion especial,0,32.50311111,-86.72851667,Vehiculo en movimiento,Frente a Detrás,T-Intersection,Interseccion de T,Sobre calle,Ninguna,Dia total,Despejado,No,NO APLICA,17,10,17,20,1,17/09/2022,4
1,Alabama,10890,0,0,1,0,75,LAMAR (75),0,NO APLICA,10,Octubre,16,2022,19,50,CR-DEMPSEY RD,4,Calle del Condado,Rural,Local,County Highway Agency,0,Sin jurisdiccion especial,0,33.88631944,-88.04399722,Acotamiento,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre el lado de la calle,Ninguna,Oscuro sin iluminacion,Despejado,No,NO APLICA,20,15,20,21,1,16/10/2022,2
1,Alabama,10891,0,0,1,0,127,WALKER (127),0,NO APLICA,10,Octubre,14,2022,19,40,SR-5,3,Highway estatal,Rural,Arteria Principal,State Highway Agency,1,Sin jurisdiccion especial,1630,33.81294444,-87.14755556,Volcadura,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Oscuro sin iluminacion,Despejado,No,NO APLICA,19,43,20,22,1,14/10/2022,1
1,Alabama,10892,0,0,2,0,13,BUTLER (13),0,NO APLICA,8,Agosto,10,2022,8,38,SR-106,3,Highway estatal,Rural,Colector Mayor,State Highway Agency,0,Sin jurisdiccion especial,207,31.63691667,-86.60044167,Vehiculo en movimiento,Frente a frente,Four-Way Intersection,Interseccion de 4 direcciones,Sobre calle,Ninguna,Dia total,Despejado,No,NO APLICA,8,46,9,9,1,10/08/2022,2
1,Alabama,10893,0,0,2,0,101,MONTGOMERY (101),0,NO APLICA,10,Octubre,3,2022,12,15,CR-OLD PIKE RD,4,Calle del Condado,Rural,Arteria Menor,County Highway Agency,0,Sin jurisdiccion especial,0,32.14201111,-86.00561667,Vehiculo en movimiento,Angulo,T-Intersection,Interseccion de T,Sobre calle,Ninguna,Dia total,Despejado,No,NO APLICA,12,16,12,50,1,03/10/2022,3
1,Alabama,10894,0,0,2,0,73,JEFFERSON (73),0,NO APLICA,10,Octubre,16,2022,16,4,I-20,1,Interestatal,Rural,Interestatal,State Highway Agency,1,Sin jurisdiccion especial,1372,33.54552222,-86.63803611,Final Destination ( Vehiculo es golpeado por carga o otro objeto puesto en movimiento por otro vehiculo en movimiento),Otro,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Dia total,Nublado,No,NO APLICA,16,8,16,18,1,16/10/2022,3
1,Alabama,10895,0,0,1,0,49,DEKALB (49),0,NO APLICA,10,Octubre,26,2022,16,15,CR-1001,4,Calle del Condado,Rural,Local,County Highway Agency,0,Sin jurisdiccion especial,0,34.55767222,-85.67040833,Acotamiento,El primer evento no fue una colision con un vehiculo automotor en transporte,T-Intersection,Interseccion de T,Sobre el lado de la calle,Ninguna,Dia total,Neblina o Humo,No,NO APLICA,16,15,16,30,1,26/10/2022,2
1,Alabama,10896,0,0,1,0,3,BALDWIN (3),1943,LOXLEY,9,Septiembre,12,2022,19,15,CR-68,4,Calle del Condado,Rural,Local,County Highway Agency,0,Sin jurisdiccion especial,0,30.64058333,-87.65567778,Culvert,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre el lado de la calle,Ninguna,Oscuro sin iluminacion,Despejado,No,NO APLICA,19,22,19,36,1,12/09/2022,1
1,Alabama,10897,0,0,1,0,13,BUTLER (13),1460,GREENVILLE,9,Septiembre,16,2022,16,50,SR-185,3,Highway estatal,Urbano,Arteria Menor,State Highway Agency,0,Sin jurisdiccion especial,0,31.85285278,-86.64135556,Volcadura,El primer evento no fue una colision con un vehiculo automotor en transporte,T-Intersection,Interseccion de T,Sobre calle,Ninguna,Dia total,Despejado,No,NO APLICA,16,56,16,59,1,16/09/2022,1
1,Alabama,10898,0,0,1,0,13,BUTLER (13),1460,GREENVILLE,9,Septiembre,25,2022,17,55,EXECUTIVE DR,6,Calle Local Municipalidad,Urbano,Local,City or Municipal Highway Agency,0,Sin jurisdiccion especial,0,31.84663056,-86.62676944,Zanja,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre el lado de la calle,Ninguna,Dia total,Despejado,No,NO APLICA,17,56,18,0,1,25/09/2022,1
1,Alabama,10899,1,1,1,0,73,JEFFERSON (73),350,BIRMINGHAM,10,Octubre,9,2022,19,21,18TH ST N,6,Calle Local Municipalidad,Urbano,Arteria Menor,City or Municipal Highway Agency,0,Sin jurisdiccion especial,0,33.51164444,-86.80753056,Ciclista,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Oscuro con iluminacion,Despejado,No,NO APLICA,19,21,19,25,1,09/10/2022,1
1,Alabama,10900,0,0,2,1,73,JEFFERSON (73),350,BIRMINGHAM,10,Octubre,11,2022,11,33,I-59,1,Interestatal,Urbano,Interestatal,State Highway Agency,1,Sin jurisdiccion especial,1300,33.52036389,-86.829425,Vehiculo Aparcado,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Gore?,Ninguna,Dia total,Despejado,No,NO APLICA,11,32,12,20,1,11/10/2022,2
1,Alabama,10901,0,0,3,0,43,CULLMAN (43),0,NO APLICA,8,Agosto,27,2022,22,35,I-65,1,Interestatal,Rural,Interestatal,State Highway Agency,1,Sin jurisdiccion especial,3146,34.27164444,-86.89847778,Vehiculo en movimiento,Golpe Lateral - misma direccion,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Dia total,Despejado,No,NO APLICA,10,25,10,33,1,27/08/2022,4
1,Alabama,10902,0,0,1,0,117,SHELBY (117),0,NO APLICA,10,Octubre,7,2022,14,25,SR-25,3,Highway estatal,Rural,Arteria Menor,State Highway Agency,0,Sin jurisdiccion especial,1662,33.51218611,-86.55095833,Valla Ferrocarril,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre el lado de la calle,Ninguna,Dia total,Despejado,No,NO APLICA,14,25,14,41,1,07/10/2022,1
1,Alabama,10903,0,0,1,0,77,LAUDERDALE (77),0,NO APLICA,6,Junio,9,2022,9,10,CR-15,4,Calle del Condado,Rural,Colector Mayor,County Highway Agency,0,Sin jurisdiccion especial,124,34.88960833,-87.79116389,Arbol,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre el lado de la calle,Ninguna,Dia total,Despejado,No,NO APLICA,9,19,9,38,1,09/06/2022,1
1,Alabama,10904,1,1,1,0,89,MADISON (89),1730,HUNTSVILLE,3,Marzo,2,2022,15,32,NONE,8,Otro,Trafficway Not in State Inventory,Via no en inventario estatal,Trafficway Not in State Inventory,0,Sin jurisdiccion especial,0,34.62314722,-86.53835833,Peaton,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Dia total,Despejado,No,NO APLICA,15,31,15,41,1,02/03/2022,1
1,Alabama,10905,0,0,2,0,21,CHILTON (21),0,NO APLICA,12,Diciembre,2,2022,16,35,SR-22,3,Highway estatal,Rural,Arteria Menor,State Highway Agency,0,Sin jurisdiccion especial,570,32.80744167,-86.79010278,Vehiculo en movimiento,Angulo,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Dia total,Despejado,No,NO APLICA,16,35,16,40,1,02/12/2022,3
1,Alabama,10906,0,0,2,0,51,ELMORE (51),0,NO APLICA,12,Diciembre,26,2022,17,25,SR-229,3,Highway estatal,Urbano,Arteria Menor,State Highway Agency,0,Sin jurisdiccion especial,18,32.45035278,-85.8977,Vehiculo en movimiento,Frente a frente,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Oscuro sin iluminacion,Despejado,No,NO APLICA,17,43,18,6,1,26/12/2022,4
1,Alabama,10907,0,0,1,0,125,TUSCALOOSA (125),3050,TUSCALOOSA,12,Diciembre,30,2022,4,3,25TH AVE NE,6,Calle Local Municipalidad,Urbano,Arteria Menor,City or Municipal Highway Agency,0,Sin jurisdiccion especial,0,33.22135278,-87.50426111,Arbol,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre el lado de la calle,Ninguna,Oscuro sin iluminacion,Nublado,No,NO APLICA,4,8,4,13,1,30/12/2022,2
1,Alabama,10908,0,0,1,0,99,MONROE (99),0,NO APLICA,12,Diciembre,26,2022,14,30,SR-21,3,Highway estatal,Urbano,Arteria Menor,State Highway Agency,0,Sin jurisdiccion especial,676,31.76756111,-87.10035278,Culvert,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre el lado de la calle,Ninguna,Dia total,Despejado,No,NO APLICA,99,99,99,99,1,26/12/2022,3
1,Alabama,10909,0,0,1,0,133,WINSTON (133),0,NO APLICA,7,Julio,27,2022,16,14,SR-5,3,Highway estatal,Rural,Arteria Menor,State Highway Agency,0,Sin jurisdiccion especial,1973,34.08402222,-87.59404444,Culvert,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,En el medio,Ninguna,Dia total,Despejado,No,NO APLICA,16,21,16,55,1,27/07/2022,1
1,Alabama,10910,1,1,2,0,101,MONTGOMERY (101),2130,MONTGOMERY,10,Octubre,3,2022,20,28,WETUMPKA HWY,6,Calle Local Municipalidad,Urbano,Local,City or Municipal Highway Agency,0,Sin jurisdiccion especial,0,32.42403611,-86.22721111,Peaton,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Oscuro con iluminacion,Despejado,No,NO APLICA,20,28,20,35,1,03/10/2022,2
1,Alabama,10911,0,0,3,0,39,COVINGTON (39),0,NO APLICA,4,Abril,29,2022,8,35,US-29 SR-15,2,US Highway,Rural,Arteria Menor,State Highway Agency,0,Sin jurisdiccion especial,354,31.19373889,-86.56488056,Vehiculo en movimiento,Frente a Detrás,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Dia total,Despejado,No,NO APLICA,8,35,8,46,1,29/04/2022,3
1,Alabama,10912,1,1,1,0,101,MONTGOMERY (101),2130,MONTGOMERY,10,Octubre,31,2022,19,40,EAST SOUTH BLVD,6,Calle Local Municipalidad,Urbano,Arteria Principal,State Highway Agency,1,Sin jurisdiccion especial,1574,32.32661944,-86.29908889,Peaton,El primer evento no fue una colision con un vehiculo automotor en transporte,Four-Way Intersection,Interseccion de 4 direcciones,Sobre calle,Ninguna,Oscuro con iluminacion,Despejado,No,NO APLICA,19,40,19,42,1,31/10/2022,1
1,Alabama,10913,0,0,2,0,97,MOBILE (97),2100,MOBILE,1,Enero,26,2022,23,55,SR-163,3,Highway estatal,Urbano,Arteria Menor,State Highway Agency,0,Sin jurisdiccion especial,86,30.64022222,-88.08902778,Vehiculo en movimiento,Frente a frente,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Oscuro con iluminacion,Despejado,No,NO APLICA,99,99,0,7,1,26/01/2022,3
1,Alabama,10914,0,0,2,0,97,MOBILE (97),2100,MOBILE,4,Abril,30,2022,10,44,SR-42,3,Highway estatal,Urbano,Arteria Principal,State Highway Agency,0,Sin jurisdiccion especial,219,30.706775,-88.12189167,Vehiculo en movimiento,Angulo,T-Intersection,Interseccion de T,Sobre calle,Ninguna,Dia total,Nublado,No,NO APLICA,10,44,10,49,1,30/04/2022,2
1,Alabama,10915,0,0,2,0,19,CHEROKEE (19),630,CENTRE,1,Enero,12,2022,9,21,SR-68,3,Highway estatal,Rural,Arteria Menor,State Highway Agency,0,Sin jurisdiccion especial,2303,34.17795278,-85.76018889,Vehiculo en movimiento,Angulo,Four-Way Intersection,Interseccion de 4 direcciones,Sobre calle,Ninguna,Dia total,Despejado,No,NO APLICA,9,23,9,32,1,12/01/2022,3
1,Alabama,10916,1,1,2,0,73,JEFFERSON (73),350,BIRMINGHAM,5,Mayo,22,2022,20,50,I-65,1,Interestatal,Urbano,Interestatal,State Highway Agency,1,Sin jurisdiccion especial,2577,33.48663056,-86.82548889,Peaton,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Oscuro sin iluminacion,lluvia,No,NO APLICA,20,56,21,5,1,22/05/2022,2
1,Alabama,10917,0,0,1,0,73,JEFFERSON (73),350,BIRMINGHAM,7,Julio,13,2022,4,54,DERBY PKWY,6,Calle Local Municipalidad,Urbano,Arteria Menor,City or Municipal Highway Agency,0,Sin jurisdiccion especial,2,33.57329444,-86.64773611,Banqueta,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre el lado de la calle,Ninguna,Oscuro con iluminacion,Nublado,No,NO APLICA,4,55,5,11,1,13/07/2022,2
1,Alabama,10918,0,0,2,0,101,MONTGOMERY (101),2130,MONTGOMERY,7,Julio,19,2022,10,28,SR-8,3,Highway estatal,Urbano,Arteria Principal,State Highway Agency,1,Sin jurisdiccion especial,1381,32.34133889,-86.22571389,Vehiculo en movimiento,Frente a Detrás,Four-Way Intersection,Interseccion de 4 direcciones,Sobre calle,Ninguna,Dia total,Despejado,No,NO APLICA,10,33,10,42,1,19/07/2022,7
1,Alabama,10919,1,1,1,0,3,BALDWIN (3),2355,ORANGE BEACH,9,Septiembre,19,2022,22,26,SR-180,3,Highway estatal,Urbano,Arteria Menor,State Highway Agency,0,Sin jurisdiccion especial,280,30.29035278,-87.59313333,Peaton,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Oscuro con iluminacion,Despejado,No,NO APLICA,22,26,22,30,1,19/09/2022,1
2,Alaska,20001,1,1,1,0,170,MATANUSKA-SUSITNA (170),2790,WASILLA,1,Enero,5,2022,21,18,FIREWEED RD,9,Desconocido,Urbano,Colector Mayor,State Highway Agency,0,Sin jurisdiccion especial,33,61.56800556,-149.3216806,Peaton,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Oscuro sin iluminacion,Despejado,No,NO APLICA,21,20,21,24,1,05/01/2022,4
2,Alaska,20002,0,0,2,0,20,ANCHORAGE (20),130,ANCHORAGE,1,Enero,11,2022,17,9,DEBARR RD,9,Desconocido,Urbano,Arteria Principal,State Highway Agency,1,Sin jurisdiccion especial,15,61.20974722,-149.7935194,Vehiculo en movimiento,Angulo,Four-Way Intersection,Interseccion de 4 direcciones,Sobre calle,Ninguna,Oscuro con iluminacion,Despejado,No,NO APLICA,17,10,17,16,1,11/01/2022,3
2,Alaska,20003,0,0,2,0,170,MATANUSKA-SUSITNA (170),2790,WASILLA,1,Enero,25,2022,17,42,SR-3 PARKS HWY,3,Highway estatal,Rural,Interestatal,State Highway Agency,1,Sin jurisdiccion especial,154,61.569825,-149.6779639,Vehiculo en movimiento,Angulo,T-Intersection,Interseccion de T,Sobre calle,Ninguna,Oscuro sin iluminacion,Despejado,No,NO APLICA,17,46,17,49,1,25/01/2022,2
2,Alaska,20004,0,0,2,0,122,KENAI PENINSULA (122),0,NO APLICA,1,Enero,26,2022,16,44,SR-1 SEWARD HWY,3,Highway estatal,Rural,Interestatal,State Highway Agency,1,Sin jurisdiccion especial,706,60.81954444,-149.1490306,Vehiculo en movimiento,Angulo,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Atardecer,Nieve,No,NO APLICA,16,46,17,5,1,26/01/2022,3
2,Alaska,20005,0,0,3,0,261,VALDEZ-CORDOVA (261),2638,TONSINA,1,Enero,27,2022,13,50,RICHARDSON HWY,9,Desconocido,Rural,Arteria Principal,State Highway Agency,1,Sin jurisdiccion especial,846,61.68305,-145.1689694,Vehiculo en movimiento,Frente a frente,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Dia total,Nieve,No,NO APLICA,13,51,14,33,1,27/01/2022,6
2,Alaska,20006,0,0,2,0,170,MATANUSKA-SUSITNA (170),300,BODENBURG BUTTE,2,Febrero,25,2022,15,53,OLD GLENN HWY,9,Desconocido,Rural,Colector Mayor,State Highway Agency,0,Sin jurisdiccion especial,127,61.55684722,-149.0400583,Vehiculo en movimiento,Frente a frente,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Dia total,Despejado,No,NO APLICA,15,53,16,4,1,25/02/2022,2
2,Alaska,20007,0,0,2,0,122,KENAI PENINSULA (122),2455,STERLING,2,Febrero,22,2022,11,23,STERLING HWY,9,Desconocido,Rural,Interestatal,State Highway Agency,1,Sin jurisdiccion especial,488,60.53673056,-150.8499861,Vehiculo en movimiento,Angulo,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Dia total,Despejado,No,NO APLICA,11,25,11,29,2,22/02/2022,4
2,Alaska,20008,0,0,2,0,90,FAIRBANKS NORTH STAR (90),0,NO APLICA,3,Marzo,2,2022,8,39,SR-2 RICHARDSON HWY,3,Highway estatal,Rural,Interestatal,State Highway Agency,1,Sin jurisdiccion especial,2973,64.28589444,-146.3432528,Nieve,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Dia total,Nublado,No,NO APLICA,8,43,9,27,1,02/03/2022,4
2,Alaska,20009,1,1,1,0,20,ANCHORAGE (20),130,ANCHORAGE,3,Marzo,4,2022,22,50,SR-3 GAMBELL ST,3,Highway estatal,Urbano,Interestatal,State Highway Agency,1,Sin jurisdiccion especial,99998,61.21178333,-149.8709861,Peaton,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Oscuro con iluminacion,Nublado,No,NO APLICA,22,99,22,99,1,04/03/2022,1
2,Alaska,20010,1,1,1,0,20,ANCHORAGE (20),130,ANCHORAGE,3,Marzo,19,2022,1,57,SR-A1 E 5TH AVE,3,Highway estatal,Urbano,Interestatal,State Highway Agency,1,Sin jurisdiccion especial,99998,61.21755833,-149.8630944,Peaton,El primer evento no fue una colision con un vehiculo automotor en transporte,T-Intersection,Interseccion de T,Sobre calle,Ninguna,Oscuro con iluminacion,Nublado,No,NO APLICA,99,99,99,99,1,19/03/2022,2
2,Alaska,20011,1,1,1,0,20,ANCHORAGE (20),130,ANCHORAGE,3,Marzo,24,2022,22,46,E NORTHERN LIGHTS BLVD,8,Otro,Urbano,Arteria Principal,State Highway Agency,1,Sin jurisdiccion especial,99998,61.19530833,-149.8743722,Peaton,El primer evento no fue una colision con un vehiculo automotor en transporte,Not an Intersection,No fue interseccion,Sobre calle,Ninguna,Oscuro sin iluminacion,Despejado,No,NO APLICA,99,99,99,99,1,24/03/2022,1
